"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","percent_vote"
2020,"NORTH DAKOTA","ND","TRAILL",38097,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2522,4136,20210622,"TOTAL",60.9767891682785
2020,"NORTH DAKOTA","ND","WALSH",38099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3324,4783,20210622,"TOTAL",69.4961321346435
2020,"NORTH DAKOTA","ND","WELLS",38103,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1893,2374,20210622,"TOTAL",79.7388374052233
2020,"NORTH DAKOTA","ND","WILLIAMS",38105,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11739,14334,20210622,"TOTAL",81.896190874843
2020,"OREGON","OR","CLACKAMAS",41005,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",139043,257679,20210622,"TOTAL",53.9597716538794
2020,"OREGON","OR","COOS",41011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",21829,37075,20210622,"TOTAL",58.8779501011463
2020,"OREGON","OR","GILLIAM",41021,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",834,1178,20210622,"TOTAL",70.7979626485569
2020,"OREGON","OR","HARNEY",41025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3475,4481,20210622,"TOTAL",77.5496540950681
2020,"OREGON","OR","HOOD RIVER",41027,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",8764,13090,20210622,"TOTAL",66.951871657754
2020,"OREGON","OR","MULTNOMAH",41051,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",367249,463659,20210622,"TOTAL",79.2067014767318
2020,"PENNSYLVANIA","PA","ALLEGHENY",42003,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",429065,719733,20210622,"TOTAL",59.6144681430475
2020,"PENNSYLVANIA","PA","CAMBRIA",42021,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",48085,70574,20210622,"TOTAL",68.1341570550061
2020,"PENNSYLVANIA","PA","CLARION",42031,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14578,19493,20210622,"TOTAL",74.785820550967
2020,"PENNSYLVANIA","PA","CLEARFIELD",42033,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",29203,39422,20210622,"TOTAL",74.0779260311501
2020,"PENNSYLVANIA","PA","FOREST",42053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1882,2646,20210622,"TOTAL",71.1262282690854
2020,"PENNSYLVANIA","PA","FULTON",42057,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6824,7977,20210622,"TOTAL",85.5459445906983
2020,"PENNSYLVANIA","PA","HUNTINGDON",42061,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",17061,22792,20210622,"TOTAL",74.8552123552124
2020,"PENNSYLVANIA","PA","INDIANA",42063,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",28089,41198,20210622,"TOTAL",68.1804941987475
2020,"PENNSYLVANIA","PA","JUNIATA",42067,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9649,12043,20210622,"TOTAL",80.1212322511002
2020,"PENNSYLVANIA","PA","MCKEAN",42083,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14083,19466,20210622,"TOTAL",72.3466557073872
2020,"PENNSYLVANIA","PA","MIFFLIN",42087,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16670,21502,20210622,"TOTAL",77.5276718444796
2020,"PENNSYLVANIA","PA","SNYDER",42109,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13983,19140,20210622,"TOTAL",73.0564263322884
2020,"PENNSYLVANIA","PA","SOMERSET",42111,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",31466,40543,20210622,"TOTAL",77.611424906889
2020,"PENNSYLVANIA","PA","SUSQUEHANNA",42115,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15207,21752,20210622,"TOTAL",69.9108127988231
2020,"PENNSYLVANIA","PA","TIOGA",42117,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15742,21075,20210622,"TOTAL",74.6951364175564
2020,"PENNSYLVANIA","PA","VENANGO",42121,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",18569,26528,20210622,"TOTAL",69.997738238842
2020,"RHODE ISLAND","RI","NEWPORT",44005,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",29486,46148,20210622,"TOTAL",63.8944266273728
2020,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15110,19227,20210622,"TOTAL",78.5874031310137
2020,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",25076,34574,20210622,"TOTAL",72.5284896164748
2020,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9239,12290,20210622,"TOTAL",75.1749389747762
2020,"TEXAS","TX","ARCHER",48009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4300,4796,20210622,"TOTAL",89.6580483736447
2020,"TEXAS","TX","ARMSTRONG",48011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1035,1112,20210622,"TOTAL",93.0755395683453
2020,"TEXAS","TX","ATASCOSA",48013,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",12039,18118,20210622,"TOTAL",66.4477315376973
2020,"TEXAS","TX","BAYLOR",48023,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1494,1702,20210622,"TOTAL",87.7790834312573
2020,"TEXAS","TX","BEE",48025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6006,9420,20210622,"TOTAL",63.7579617834395
2020,"TEXAS","TX","BEXAR",48029,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",448452,770818,20210622,"TOTAL",58.1787140414469
2020,"TEXAS","TX","BORDEN",48033,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",397,416,20210622,"TOTAL",95.4326923076923
2020,"TEXAS","TX","BOSQUE",48035,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7469,9126,20210622,"TOTAL",81.8430856892395
2020,"TEXAS","TX","BRISCOE",48045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",639,725,20210622,"TOTAL",88.1379310344828
2020,"TEXAS","TX","BURLESON",48051,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6743,8609,20210622,"TOTAL",78.3250087118132
2020,"TEXAS","TX","CALLAHAN",48059,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6012,6832,20210622,"TOTAL",87.9976580796253
2020,"TEXAS","TX","CAMP",48063,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3626,5060,20210622,"TOTAL",71.6600790513834
2020,"TEXAS","TX","CARSON",48065,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2779,3122,20210622,"TOTAL",89.0134529147982
2020,"TEXAS","TX","CASTRO",48069,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1602,2083,20210622,"TOTAL",76.9083053288526
2020,"TEXAS","TX","CHAMBERS",48071,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",17353,21652,20210622,"TOTAL",80.1450212451506
2020,"TEXAS","TX","COCHRAN",48079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",809,1000,20210622,"TOTAL",80.9
2020,"TEXAS","TX","COKE",48081,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1586,1779,20210622,"TOTAL",89.1512085441259
2020,"TEXAS","TX","COLEMAN",48083,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3641,4124,20210622,"TOTAL",88.2880698351115
2020,"TEXAS","TX","COLLINGSWORTH",48087,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1048,1218,20210622,"TOTAL",86.0426929392447
2020,"TEXAS","TX","COLORADO",48089,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7472,9975,20210622,"TOTAL",74.9072681704261
2020,"TEXAS","TX","CONCHO",48095,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1058,1268,20210622,"TOTAL",83.4384858044164
2020,"TEXAS","TX","CROCKETT",48105,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1220,1574,20210622,"TOTAL",77.5095298602287
2020,"TEXAS","TX","DALLAM",48111,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1389,1609,20210622,"TOTAL",86.3269111249223
2020,"TEXAS","TX","DELTA",48119,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2162,2592,20210622,"TOTAL",83.4104938271605
2020,"TEXAS","TX","DEWITT",48123,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6567,8118,20210622,"TOTAL",80.8943089430894
2020,"TEXAS","TX","DICKENS",48125,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",853,988,20210622,"TOTAL",86.336032388664
2020,"TEXAS","TX","DONLEY",48129,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1438,1648,20210622,"TOTAL",87.2572815533981
2020,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7237,8293,20210622,"TOTAL",87.266369227059
2020,"TEXAS","TX","FALLS",48145,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4177,6133,20210622,"TOTAL",68.1069623349095
2020,"TEXAS","TX","FISHER",48151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1448,1826,20210622,"TOTAL",79.2990142387733
2020,"TEXAS","TX","FOARD",48155,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",445,551,20210622,"TOTAL",80.7622504537205
2020,"TEXAS","TX","FREESTONE",48161,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6991,8711,20210622,"TOTAL",80.2548501894157
2020,"TEXAS","TX","GAINES",48165,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5355,5996,20210622,"TOTAL",89.3095396931287
2020,"TEXAS","TX","GARZA",48169,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1413,1653,20210622,"TOTAL",85.480943738657
2020,"TEXAS","TX","GLASSCOCK",48173,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",611,653,20210622,"TOTAL",93.5681470137825
2020,"TEXAS","TX","GOLIAD",48175,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3085,3995,20210622,"TOTAL",77.2215269086358
2020,"TEXAS","TX","GONZALES",48177,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5627,7648,20210622,"TOTAL",73.5747907949791
2020,"TEXAS","TX","GRAY",48179,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6840,7782,20210622,"TOTAL",87.8951426368543
2020,"TEXAS","TX","GRIMES",48185,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9432,12414,20210622,"TOTAL",75.9787336877719
2020,"TEXAS","TX","HALL",48191,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",995,1169,20210622,"TOTAL",85.1154833190761
2020,"TEXAS","TX","HARDEMAN",48197,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1330,1580,20210622,"TOTAL",84.1772151898734
2020,"TEXAS","TX","HARDIN",48199,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",23858,27635,20210622,"TOTAL",86.3325493034196
2020,"TEXAS","TX","HARTLEY",48205,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1868,2078,20210622,"TOTAL",89.8941289701636
2020,"TEXAS","TX","HEMPHILL",48211,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1486,1720,20210622,"TOTAL",86.3953488372093
2020,"TEXAS","TX","HILL",48217,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11926,14931,20210622,"TOTAL",79.8740874690242
2020,"TEXAS","TX","HOPKINS",48223,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",12719,15941,20210622,"TOTAL",79.7879681324886
2020,"TEXAS","TX","HOUSTON",48225,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7060,9438,20210622,"TOTAL",74.803983894893
2020,"TEXAS","TX","HUDSPETH",48229,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",779,1165,20210622,"TOTAL",66.8669527896996
2020,"TEXAS","TX","JACK",48237,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3418,3782,20210622,"TOTAL",90.3754627181386
2020,"TEXAS","TX","KARNES",48255,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3968,5252,20210622,"TOTAL",75.5521706016756
2020,"TEXAS","TX","KENEDY",48261,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",127,194,20210622,"TOTAL",65.4639175257732
2020,"TEXAS","TX","KENT",48263,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",411,462,20210622,"TOTAL",88.961038961039
2020,"TEXAS","TX","KINNEY",48271,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1144,1603,20210622,"TOTAL",71.3661883967561
2020,"TEXAS","TX","LAMB",48279,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3521,4410,20210622,"TOTAL",79.8412698412698
2020,"TEXAS","TX","LAVACA",48285,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8804,10197,20210622,"TOTAL",86.3391193488281
2020,"TEXAS","TX","LEON",48289,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7523,8674,20210622,"TOTAL",86.7304588425179
2020,"TEXAS","TX","LIVE OAK",48297,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4199,5054,20210622,"TOTAL",83.0827067669173
2020,"TEXAS","TX","LOVING",48301,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",60,66,20210622,"TOTAL",90.9090909090909
2020,"TEXAS","TX","LYNN",48305,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1853,2293,20210622,"TOTAL",80.8111644134322
2020,"TEXAS","TX","MCCULLOCH",48307,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2904,3436,20210622,"TOTAL",84.5168800931315
2020,"TEXAS","TX","MATAGORDA",48321,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9845,13727,20210622,"TOTAL",71.7199679463831
2020,"TEXAS","TX","MENARD",48327,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",823,1028,20210622,"TOTAL",80.0583657587549
2020,"TEXAS","TX","MILAM",48331,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7984,10578,20210622,"TOTAL",75.4774059368501
2020,"TEXAS","TX","MILLS",48333,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2217,2505,20210622,"TOTAL",88.502994011976
2020,"TEXAS","TX","MONTAGUE",48337,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8615,9819,20210622,"TOTAL",87.7380588654649
2020,"TEXAS","TX","MOTLEY",48345,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",604,652,20210622,"TOTAL",92.6380368098159
2020,"TEXAS","TX","NEWTON",48351,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4882,6094,20210622,"TOTAL",80.1115851657368
2020,"TEXAS","TX","NOLAN",48353,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4131,5357,20210622,"TOTAL",77.1140563748367
2020,"TEXAS","TX","PALO PINTO",48363,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10179,12489,20210622,"TOTAL",81.5037232764833
2020,"TEXAS","TX","PANOLA",48365,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9326,11451,20210622,"TOTAL",81.4426687625535
2020,"TEXAS","TX","RAINS",48379,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5155,6053,20210622,"TOTAL",85.1643812985297
2020,"TEXAS","TX","REAGAN",48383,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",942,1124,20210622,"TOTAL",83.8078291814947
2020,"TEXAS","TX","REAL",48385,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1643,1982,20210622,"TOTAL",82.8960645812311
2020,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4517,5806,20210622,"TOTAL",77.7988287977954
2020,"TEXAS","TX","REEVES",48389,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2254,3689,20210622,"TOTAL",61.100569259962
2020,"TEXAS","TX","REFUGIO",48391,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2210,3366,20210622,"TOTAL",65.6565656565657
2020,"TEXAS","TX","RUNNELS",48399,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3807,4409,20210622,"TOTAL",86.3461102290769
2020,"TEXAS","TX","RUSK",48401,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16534,21377,20210622,"TOTAL",77.3448098423539
2020,"TEXAS","TX","SABINE",48403,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4784,5491,20210622,"TOTAL",87.1243853578583
2020,"TEXAS","TX","SAN AUGUSTINE",48405,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3007,4002,20210622,"TOTAL",75.1374312843578
2020,"TEXAS","TX","SAN JACINTO",48407,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10161,12640,20210622,"TOTAL",80.3876582278481
2020,"TEXAS","TX","SAN PATRICIO",48409,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16516,25891,20210622,"TOTAL",63.7905063535592
2020,"TEXAS","TX","SAN SABA",48411,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2308,2602,20210622,"TOTAL",88.7009992313605
2020,"TEXAS","TX","SCHLEICHER",48413,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",940,1159,20210622,"TOTAL",81.1044003451251
2020,"TEXAS","TX","SCURRY",48415,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4983,5870,20210622,"TOTAL",84.8892674616695
2020,"TEXAS","TX","SHERMAN",48421,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",886,992,20210622,"TOTAL",89.3145161290323
2020,"TEXAS","TX","SOMERVELL",48425,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4105,4947,20210622,"TOTAL",82.9795835860117
2020,"TEXAS","TX","STONEWALL",48433,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",615,736,20210622,"TOTAL",83.5597826086957
2020,"TEXAS","TX","SWISHER",48437,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1845,2355,20210622,"TOTAL",78.343949044586
2020,"TEXAS","TX","TERRELL",48443,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",334,458,20210622,"TOTAL",72.9257641921397
2020,"TEXAS","TX","THROCKMORTON",48447,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",806,894,20210622,"TOTAL",90.1565995525727
2020,"TEXAS","TX","TITUS",48449,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7570,10541,20210622,"TOTAL",71.8148183284318
2020,"TEXAS","TX","TRAVIS",48453,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",435860,608575,20210622,"TOTAL",71.6197674896274
2020,"TEXAS","TX","TRINITY",48455,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5579,6938,20210622,"TOTAL",80.4122225425195
2020,"TEXAS","TX","TYLER",48457,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8194,9660,20210622,"TOTAL",84.824016563147
2020,"TEXAS","TX","UPSHUR",48459,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15809,18892,20210622,"TOTAL",83.6809231420707
2020,"TEXAS","TX","UPTON",48461,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1178,1368,20210622,"TOTAL",86.1111111111111
2020,"TEXAS","TX","VAN ZANDT",48467,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",22270,26029,20210622,"TOTAL",85.5584156133543
2020,"TEXAS","TX","WARD",48475,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3241,4060,20210622,"TOTAL",79.8275862068966
2020,"TEXAS","TX","WHARTON",48481,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11926,16761,20210622,"TOTAL",71.1532724777758
2020,"TEXAS","TX","WHEELER",48483,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2159,2337,20210622,"TOTAL",92.3833975181857
2020,"TEXAS","TX","WILBARGER",48487,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3524,4524,20210622,"TOTAL",77.89566755084
2020,"TEXAS","TX","WINKLER",48495,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1753,2126,20210622,"TOTAL",82.4553151458137
2020,"TEXAS","TX","WISE",48497,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",27032,32365,20210622,"TOTAL",83.5223234976054
2020,"TEXAS","TX","YOUNG",48503,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7110,8239,20210622,"TOTAL",86.296880689404
2020,"VERMONT","VT","CHITTENDEN",50007,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",72938,96755,20210622,"TOTAL",75.3842178698775
2020,"WEST VIRGINIA","WV","BARBOUR",54001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5116,6677,20210622,"TOTAL",76.6212370825221
2020,"WEST VIRGINIA","WV","BRAXTON",54007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4120,5664,20210622,"TOTAL",72.7401129943503
2020,"WEST VIRGINIA","WV","BROOKE",54009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7545,10656,20210622,"TOTAL",70.8051801801802
2020,"WEST VIRGINIA","WV","DODDRIDGE",54017,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2619,3101,20210622,"TOTAL",84.4566268945501
2020,"WEST VIRGINIA","WV","GREENBRIER",54025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10925,15850,20210622,"TOTAL",68.9274447949527
2020,"WEST VIRGINIA","WV","HAMPSHIRE",54027,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8033,10086,20210622,"TOTAL",79.6450525480865
2020,"WEST VIRGINIA","WV","HARDY",54031,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4859,6331,20210622,"TOTAL",76.7493287000474
2020,"WEST VIRGINIA","WV","MINGO",54059,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8544,10022,20210622,"TOTAL",85.252444621832
2020,"WEST VIRGINIA","WV","NICHOLAS",54067,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8279,10630,20210622,"TOTAL",77.8833490122295
2020,"WEST VIRGINIA","WV","PLEASANTS",54073,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2742,3491,20210622,"TOTAL",78.5448295617302
2020,"WEST VIRGINIA","WV","POCAHONTAS",54075,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2895,4008,20210622,"TOTAL",72.2305389221557
2020,"WEST VIRGINIA","WV","PRESTON",54077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11190,14572,20210622,"TOTAL",76.7911062311282
2020,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",24673,33106,20210622,"TOTAL",74.5272760224733
2020,"WEST VIRGINIA","WV","RITCHIE",54085,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3649,4283,20210622,"TOTAL",85.1972916180247
2020,"WEST VIRGINIA","WV","SUMMERS",54089,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4074,5585,20210622,"TOTAL",72.9453894359893
2020,"WEST VIRGINIA","WV","TUCKER",54093,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2841,3844,20210622,"TOTAL",73.9073881373569
2020,"WEST VIRGINIA","WV","WEBSTER",54101,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2759,3402,20210622,"TOTAL",81.0993533215755
2020,"WEST VIRGINIA","WV","WETZEL",54103,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4993,6667,20210622,"TOTAL",74.8912554372281
2020,"WEST VIRGINIA","WV","WIRT",54105,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2134,2653,20210622,"TOTAL",80.4372408594044
2020,"WEST VIRGINIA","WV","WYOMING",54109,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7353,8592,20210622,"TOTAL",85.5796089385475
2020,"MARYLAND","MD","ST MARY'S",24037,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",13908,55665,20210622,"EARLY VOTING",24.9851791969819
2020,"MASSACHUSETTS","MA","BARNSTABLE",25001,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",91994,151512,20210622,"TOTAL",60.7173029199007
2020,"MASSACHUSETTS","MA","DUKES",25007,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",9914,12873,20210622,"TOTAL",77.0139050726326
2020,"MASSACHUSETTS","MA","MIDDLESEX",25017,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",617196,869347,20210622,"TOTAL",70.9953562846596
2020,"MASSACHUSETTS","MA","NANTUCKET",25019,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",5241,7338,20210622,"TOTAL",71.4227309893704
2020,"MASSACHUSETTS","MA","SUFFOLK",25025,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",270522,337240,20210622,"TOTAL",80.2164630530186
2020,"MONTANA","MT","BROADWATER",30007,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3173,4097,20210622,"TOTAL",77.4469123749085
2020,"MONTANA","MT","CASCADE",30013,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",23315,39885,20210622,"TOTAL",58.4555597342359
2020,"MONTANA","MT","DANIELS",30019,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",799,1014,20210622,"TOTAL",78.7968441814596
2020,"MONTANA","MT","FALLON",30025,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1375,1575,20210622,"TOTAL",87.3015873015873
2020,"MONTANA","MT","FERGUS",30027,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4869,6507,20210622,"TOTAL",74.8271092669433
2020,"MONTANA","MT","JUDITH BASIN",30045,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1040,1344,20210622,"TOTAL",77.3809523809524
2020,"MONTANA","MT","MCCONE",30055,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",956,1128,20210622,"TOTAL",84.7517730496454
2020,"MONTANA","MT","MEAGHER",30059,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",833,1110,20210622,"TOTAL",75.045045045045
2020,"MONTANA","MT","MUSSELSHELL",30065,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2423,2881,20210622,"TOTAL",84.1027421034363
2020,"MONTANA","MT","PONDERA",30073,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2031,2995,20210622,"TOTAL",67.8130217028381
2020,"MONTANA","MT","POWDER RIVER",30075,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",970,1136,20210622,"TOTAL",85.387323943662
2020,"MONTANA","MT","POWELL",30077,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2355,3179,20210622,"TOTAL",74.0798993394149
2020,"MONTANA","MT","PRAIRIE",30079,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",603,744,20210622,"TOTAL",81.0483870967742
2020,"MONTANA","MT","RAVALLI",30081,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",19114,28507,20210622,"TOTAL",67.0501981969341
2020,"MONTANA","MT","RICHLAND",30083,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4800,5798,20210622,"TOTAL",82.7871679889617
2020,"MONTANA","MT","ROSEBUD",30087,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2486,3773,20210622,"TOTAL",65.8892128279883
